종목코드,종목명,시장,업종코드,업종명,재무제표 통화,원화 환산 환율,데이터 상태,계산 제외/누락 사유,KRX 시세 매칭,시가총액,상장주식수,유동자산,부채총계,NCAV,주당 NCAV,NCAV 배율,현금및현금성자산,이자발생부채,기타금융부채,2025 연간 영업이익,2025 1분기 영업이익,2026 1분기 영업이익,TTM EBIT,EV,EV/EBIT,보수 EV,보수 EV/EBIT,PER,PBR,F-score,F-score 만점,F-score 비율,ROE,ROA,ROIC,영업이익률,EPS,BPS,배당수익률,주당배당금,operating_income_annual_source,operating_income_previous_q1_source,operating_income_current_q1_source,fundamental_name,투자지표 기준 종가,F-score ROA 양수,F-score CFO 양수,F-score ROA 개선,F-score CFO>순이익,F-score 부채비율 개선,F-score 유동비율 개선,F-score 매출총이익률 개선,F-score 자산회전율 개선,roa_quarter_current,roa_previous,roe_quarter_current,roe_previous,operating_margin_previous,operating_income_current,revenue_current,net_income_annual,net_income_ttm,average_assets_ttm,average_equity_ttm,average_debt_ttm,cfo_current,net_income_current,debt_ratio_current,debt_ratio_previous,current_ratio_current,current_ratio_previous,gross_margin_current,gross_margin_previous,asset_turnover_current,asset_turnover_previous,투하자본
001250,GS글로벌,유가증권시장상장법인,468,상품 종합 도매업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외,True,223666500440,82533764,884597814000.0,961555794000.0,-76957980000.0,-932.4423880631448,,123206870000.0,509748678000.0,46620779000.0,52300233000.0,15957433000.0,12851868000.0,49194668000.0,610208308440.0,12.40395216083174,656829087440.0,13.351631673578934,11.24,0.41,3,8,0.375,0.0152717035108833,0.0060718785743873,0.0529817390782442,0.0116933685581633,241.0,6576.0,0.92,25.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,GS글로벌,2710.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0024288143379084,0.0065062154756271,0.006451891245304,0.0154309738594371,0.0156178922448858,12851868000.0,1099073200000.0,13874085000.0,8797940000.0,1448965076000.0,576094212000.0,475633859000.0,12736696000.0,3745394000.0,0.3305619910365246,0.3256368317174634,1.379173460767987,1.4915167573338053,0.0411723068126854,0.0473012248164797,0.7127273516673729,0.753571892632633,928521201000.0
007070,GS리테일,유가증권시장상장법인,471,종합 소매업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외,True,2244859092750,83607415,1820252946565.0,4113252591373.0,-2292999644808.0,-27425.79285351664,,315581290943.0,2596799318441.0,109208963409.0,292119604403.0,38667957774.0,58274149464.0,311725796093.0,4526077120248.0,14.519417953134983,4635286083657.0,14.869754578392714,51.63,0.68,7,8,0.875,0.0274505533066306,0.0116113000921372,0.054413880856859,0.0204121477714175,520.0,39303.0,2.23,600.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,GS리테일,26850.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0057570037238257,0.0006196327627251,0.0129995319814013,0.0015334017567303,0.0140035512544301,58274149464.0,2854875935476.0,50239032621.0,87931766253.0,7572947521401.5,3203278464764.5,2841094656208.5,99485170403.0,42502982754.0,0.3517349225304932,0.3974448469431772,0.9522130528350384,0.825192173471387,0.240879850107161,0.2441043892765204,0.3866912467466574,0.355696714850324,5728791830030.0
499790,GS피앤엘,유가증권시장상장법인,649,기타 금융업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외,True,872557004000,19830841,53218617895.0,1199249524771.0,-1146030906876.0,-57790.33309157186,,14588413209.0,620948841399.0,0.0,78022623652.0,15215734704.0,24162422637.0,86969311585.0,1478917432190.0,17.0050493126483,1478917432190.0,17.0050493126483,44.89,1.02,6,8,0.75,0.0285465153921683,0.0150415161987366,0.0481515625839777,0.1853433595063045,979.0,43209.0,0.8,350.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,GS피앤엘,43950.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0057170773952493,0.0036520985426245,0.0111555833010183,0.0067325037432551,0.1610541775825813,24162422637.0,130365731480.0,29943929968.0,35669986736.0,2371435583003.0,1249539085453.0,571206945867.0,33533297813.0,14063593524.0,0.2524257103072757,0.2284177936592118,0.1836644067625906,0.1963871089644339,0.2548364863514514,0.2490288789692335,0.0529957706248802,0.041383351406595,1806157618111.0
297890,HB솔루션,코스닥시장상장법인,292,특수 목적용 기계 제조업,KRW,1.0,정상,,True,120609367186,73140914,105490133789.0,70530110520.0,34960023269.0,477.9817663886453,3.449922394443816,81823849726.0,44032590000.0,17148962695.0,4396138891.0,2883818543.0,-1131949736.0,380370612.0,82818107460.0,217.730037093402,99967070155.0,262.8149152463966,4.56,0.49,3,8,0.375,0.1538452174518499,0.1190455827623847,0.0018878688816948,-0.0770457909980538,362.0,3367.0,1.82,30.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HB솔루션,1649.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0407555755746617,0.0100556697346643,0.0518645993188049,0.0132268713925674,0.1432757442570397,-1131949736.0,14691908816.0,26472222548.0,36959626185.0,310466170414.5,240239032432.5,43066295000.0,-6031287733.0,13420130139.0,0.1337225146779996,0.1443515771213797,1.6709546723579654,2.1953085024957377,0.2992417184220564,0.4772025490869258,0.0446178385667387,0.06901360188357,201481477706.5
078150,HB테크놀러지,코스닥시장상장법인,292,특수 목적용 기계 제조업,KRW,1.0,정상,,True,183113934100,92715916,123889365641.0,96474872281.0,27414493360.0,295.6827106146479,6.679457165062123,62547441366.0,45247769818.0,8845769394.0,6240826214.0,-3066184229.0,528099785.0,9835110228.0,165814262552.0,16.859420861388642,174660031946.0,17.75882810634423,6.17,0.62,7,8,0.875,0.169547689528347,0.1266715345532282,0.0379705939022925,0.0145381705979289,320.0,3208.0,1.01,20.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HB테크놀러지,1975.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0456334909210469,-0.0016365866253146,0.0602431051041567,-0.002226062647259,-0.1021636595564027,528099785.0,36325050765.0,28402998846.0,47123354535.0,372012186488.5,277935692701.5,43630879450.5,10623833224.0,18153756547.0,0.1137402987553309,0.1213548124457863,1.546911700795615,1.373770383261184,0.1958954373673261,0.0805718137180018,0.0913110666654351,0.0866891789029904,259019130786.0
225530,HC보광산업,코스닥시장상장법인,239,기타 비금속 광물제품 제조업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외 | TTM EBIT가 0 이하라 EV/EBIT 제외 | KRX PER 미제공,True,79218424860,36338727,67929325796.0,81931894367.0,-14002568571.0,-385.3345927885696,,65240650.0,47405080399.0,178000000.0,-4871625215.0,-1683067103.0,-1518368974.0,-4706927086.0,126558264609.0,,126736264609.0,,,0.86,4,8,0.5,-0.0240454902739813,-0.0125205951538644,-0.0338831116775127,-0.1931525101019004,,2530.0,2.29,50.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HC보광산업,2180.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,-0.0089150456646534,-0.0103644836429983,-0.0171575839819455,-0.0198640890707488,-0.2042337488874508,-1518368974.0,7860984945.0,-2492104615.0,-2176616933.0,173842928890.5,90520796548.5,48461056330.0,-427937357.0,-1520448544.0,0.2779564347385453,0.2795404675014878,1.7820403448464333,1.924313342612652,0.0254401927238393,-0.0139391481488998,0.0460923455978712,0.0465226024957769,138916612228.5
060560,HC홈센타,코스닥시장상장법인,467,기타 전문 도매업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외 | TTM EBIT가 0 이하라 EV/EBIT 제외 | KRX PER 미제공,True,50776002000,25388001,131403139225.0,289243278181.0,-157840138956.0,-6217.115674290386,,2119894037.0,211834967356.0,3805063000.0,-18513534433.0,-4975726528.0,-5918295676.0,-19456103581.0,260491075319.0,,264296138319.0,,,0.36,1,8,0.125,-0.1392725949924546,-0.0595469555623817,-0.0457754924689274,-0.0866278316219652,,5570.0,2.5,50.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HC홈센타,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.011187841071392,0.0017787394076669,-0.0274604566592636,0.0039865347993116,-0.0719372329086741,-5918295676.0,68318640386.0,-23844012309.0,-30243463698.0,507892694301.0,217153013481.5,210000070405.0,-5660469344.0,-5460846304.0,0.4339942595356454,0.3944913608969608,0.6427235116434039,1.1335421549545122,0.0160004252254411,0.0199282441451648,0.1399669663459096,0.1310787220673199,425033189849.5
012630,HDC,유가증권시장상장법인,649,기타 금융업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외,True,1209769850250,59741721,6372687168763.0,6883829398433.0,-511142229670.0,-8555.867174800673,,1048351207180.0,4092690197453.0,0.0,648868134224.0,154846534009.0,180345780876.0,674367381091.0,4254108840523.0,6.308295685418012,4254108840523.0,6.308295685418012,3.35,0.34,6,8,0.75,0.0780040979275806,0.033050998210777,0.0788225437942476,0.1434285223534998,6057.0,59006.0,2.22,450.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_02_손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_02_손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_02_손익계산서_연결_20260617.txt,HDC,20300.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0086781219239802,0.0086109864578685,0.0196087151044114,0.0212410813079424,0.0989001521142923,180345780876.0,1257391332747.0,416483422703.0,414173791566.0,12531354996441.5,5309641449229.0,4294223810521.0,34998989998.0,107167044085.0,0.331415920200297,0.3536178479469122,1.602694790264457,1.4341185451520562,0.2200108532175342,0.1664953621243344,0.1018204372892826,0.1231504025983098,8555514052570.0
039570,HDC랩스,유가증권시장상장법인,423,전기 및 통신 공사업,KRW,1.0,정상,,True,195979887550,25957601,284975452956.0,178687987021.0,106287465935.0,4094.656741776715,1.84386640349344,58810359837.0,51613645156.0,0.0,10637118275.0,2968088898.0,7189946103.0,14858975480.0,188783172869.0,12.704992556391243,188783172869.0,12.704992556391243,14.14,0.65,6,8,0.75,0.0629117230955051,0.0373527745618242,0.0585363937408871,0.0485410820238914,534.0,11616.0,5.96,450.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HDC랩스,7550.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0153288587999706,0.0059944617726727,0.025751495586617,0.0101225275719529,0.0182590182911488,7189946103.0,148120845338.0,12262930001.0,16409937241.0,439323114106.0,260840689677.0,51811332251.0,8368659661.0,6767527568.0,0.1169080245035376,0.1189710589048304,1.6949795398500658,1.7331649065994557,0.1314420943762005,0.0882885150453705,0.335502663373633,0.3718451683913834,253841662091.0
089470,HDC현대EP,유가증권시장상장법인,204,기타 화학제품 제조업,KRW,1.0,정상,,True,122815000000,31900000,462045501554.0,335376249055.0,126669252499.0,3970.822962351097,0.9695723119623648,75843535373.0,162012506863.0,0.0,49689342099.0,11650958352.0,7762334748.0,45800718495.0,208983971490.0,4.562897228627854,208983971490.0,4.562897228627854,3.01,0.28,3,8,0.375,0.0800674877554376,0.0417176660736044,0.108714798448766,0.030456112168665,1279.0,13772.0,4.16,160.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_02_손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_02_손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_02_손익계산서_연결_20260617.txt,HDC현대EP,3850.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0065945780701682,0.0111354917965784,0.0128086755645883,0.0211003970980936,0.045873630911596,7762334748.0,254869521921.0,30235610832.0,27702953199.0,664058079139.0,345995034634.0,151140902036.0,20189643141.0,4558746888.0,0.234363554525056,0.2202620938852287,1.4921052005858315,1.7373078846249064,0.1035179059392512,0.1102082651385447,0.3686883701393347,0.3988188493794899,421292401297.0
267270,HD건설기계,유가증권시장상장법인,292,특수 목적용 기계 제조업,KRW,1.0,정상,,True,6253807558500,47921897,5361729292000.0,4467289105000.0,894440187000.0,18664.5404917923,6.991867817875674,734748063000.0,133378762000.0,1742023963000.0,170883006000.0,41650646000.0,190698553000.0,319930913000.0,5652438257500.0,17.66768395244132,7394462220500.0,23.11268439539633,22.92,1.26,6,8,0.75,0.070663385870009,0.0370451100624122,0.1057127097676346,0.0827373593264457,5698.0,104016.0,0.42,550.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD건설기계,130600.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0187016803121893,0.0075359873987545,0.0359997375897089,0.0140275227299645,0.0459294362796755,190698553000.0,2304866321000.0,87034895000.0,235254090000.0,6350476206000.0,3329221875000.0,431944806000.0,211644116000.0,173870816000.0,0.0143463234644253,0.2146110204986048,1.692800706536053,2.1193087920642726,0.2434908471205866,0.1964780789263738,0.2479132156236842,0.2664133450691335,3026418618000.0
009540,HD한국조선해양,유가증권시장상장법인,649,기타 금융업,KRW,1.0,정상,,True,23921313208000,70773116,25710146308000.0,24888294971000.0,821851337000.0,11612.479193370546,29.10661835182973,6468672767000.0,1526608160000.0,1040659903000.0,3904489578000.0,859154446000.0,1355970120000.0,4401305252000.0,18979248601000.0,4.31218638888444,20019908504000.0,4.548629862676019,11.02,1.8,8,8,1.0,0.2175791201355469,0.0846628199256377,0.3889333983964914,0.1665628894761625,30664.0,187883.0,3.64,12300.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD한국조선해양,338000.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0270445696931559,0.0154888115958933,0.0659144928615466,0.0422648406060833,0.1268741527583516,1355970120000.0,8140889752000.0,2928395265000.0,3458182036000.0,40846525535500.0,15893905784000.0,1891113869500.0,1775559420000.0,1141412052000.0,0.036171390257285,0.0571213580871246,1.159293809399,1.082142997412169,0.2143041417028638,0.1715824997324256,0.192889903235631,0.1714868233629234,11316346886500.0
267250,HD현대,유가증권시장상장법인,649,기타 금융업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외,True,15648530138500,78993085,45731985557000.0,53430397029000.0,-7698411472000.0,-97456.77703307828,,9523323905000.0,2051332629000.0,15301578838000.0,6099636253000.0,1286396862000.0,2834761335000.0,7648000726000.0,8176538862500.0,1.0691080133796524,23478117700500.0,3.0698372740321838,14.54,1.38,8,8,1.0,0.1675751486184972,0.0601462250247561,0.3487422783665594,0.1446162938765793,13623.0,143153.0,2.02,4000.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD현대,198100.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0237577135248371,0.0099050841486419,0.0637724310083424,0.0287816391179182,0.075285343696928,2834761335000.0,19601949815000.0,3675482625000.0,4921126316000.0,81819371273500.0,29366683285500.0,2086877360000.0,2381638178000.0,2023048340000.0,0.0240898707066648,0.0270422481230771,1.1723469811328382,1.1165482033896064,0.1998709420734225,0.1282252060579617,0.2301959370051453,0.2177085927562249,21930236740500.0
443060,HD현대마린솔루션,유가증권시장상장법인,721,"건축 기술, 엔지니어링 및 관련 기술 서비스업",KRW,1.0,정상,,True,8697691240000,44833460,1305046824775.0,551740136764.0,753306688011.0,16802.332186964824,11.546016222111376,430672814092.0,25246206824.0,0.0,350141338776.0,83006827217.0,93393577021.0,360528088580.0,8292264632732.0,23.00032894910482,8292264632732.0,23.00032894910482,32.25,10.54,6,8,0.75,0.3895846682361241,0.2312366070379473,0.9621208173576846,0.1625342250531143,6013.0,18397.0,2.04,3950.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD현대마린솔루션,193900.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0701603556640242,0.0513132867151347,0.1158611662376147,0.0884813345120165,0.1709373937827094,93393577021.0,574608683128.0,269571288127.0,304391813745.0,1316365162264.5,781323903538.5,24071172119.5,45323719039.0,98138711763.0,0.0180487680969046,0.0185551124467546,2.581746615229244,2.4159721677547763,0.2108634160371876,0.2224281913759616,0.4107935477414374,0.3935302338099672,374722261566.0
071970,HD현대마린엔진,유가증권시장상장법인,291,일반 목적용 기계 제조업,KRW,1.0,정상,,True,2011544653500,33921495,574040455475.0,373663486523.0,200376968952.0,5907.079536205583,10.038801684747824,195715106233.0,53135813666.0,0.0,75911594792.0,10272074461.0,32563708123.0,98203228454.0,1868965360933.0,19.031608128936963,1868965360933.0,19.031608128936963,12.18,4.11,5,8,0.625,0.4340867095143088,0.2564329592948571,0.3951000301133779,0.2439942294901751,4867.0,14413.0,0.0,0.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD현대마린엔진,59300.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0322293612801561,0.0263698840489291,0.0563298323615689,0.0424213153001638,0.1237322016318223,32563708123.0,133460976479.0,165101642055.0,179386127216.0,699543957646.0,413249526613.5,31018404143.0,34757239737.0,28147853866.0,0.0608406361532647,0.01693081970509,1.633816341604694,1.661090364251983,0.3050003899409877,0.1975019613627565,0.1528131433473073,0.1579119020660138,248552824523.5
322000,HD현대에너지솔루션,유가증권시장상장법인,261,반도체 제조업,KRW,1.0,정상,,True,1417920000000,11200000,441063620818.0,138563395737.0,302500225081.0,27008.948667946428,4.6873353552723005,134167701900.0,16977871339.0,0.0,41222890455.0,-3034352326.0,29019440879.0,73276683660.0,1300730169439.0,17.75094210696434,1300730169439.0,17.75094210696434,34.0,3.39,7,8,0.875,0.1606788151857122,0.1260609434290872,0.2561359506764664,0.1814946038810076,3721.0,37302.0,0.0,0.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD현대에너지솔루션,126500.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0384179097741084,-0.0023965495740195,0.05049792675831,-0.0029405560298239,-0.0355925349537648,29019440879.0,159891480289.0,41676678809.0,65013444501.0,515730270871.5,404617400407.5,15635419440.5,39236045464.0,22252983884.0,0.0293108705177779,0.0316058131086978,3.651172669783554,4.397283467073445,0.2991705086008318,0.1130331472996014,0.2760392267127858,0.1885174889766344,286085117948.0
267260,HD현대일렉트릭,유가증권시장상장법인,281,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",KRW,1.0,정상,,True,28134788867500,36047135,3918966631909.0,3298903314607.0,620063317302.0,17201.459070242337,45.3740579106005,1222981242656.0,259204246480.0,187861526152.0,995313437790.0,218178415835.0,258269322064.0,1035404344019.0,27171011871324.0,26.241933432360995,27358873397476.0,26.423371270860688,38.32,13.84,6,8,0.75,0.4376158586170997,0.163435337021103,1.166695295166949,0.2491743724019521,20354.0,56366.0,0.91,7100.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD현대일렉트릭,780000.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0385874368323385,0.0362065960176004,0.0996878823763711,0.1016543785628209,0.2150244735773716,258269322064.0,1036500341405.0,731816191305.0,786088208938.0,4809781184815.0,1796297354081.5,314151548989.5,339887427685.0,207689008143.0,0.0481586752093987,0.0871077770614559,1.2626146027433272,1.3010560218595582,0.3486704565085989,0.3306337731297159,0.192575870087089,0.2394628395634608,887467660415.0
329180,HD현대중공업,유가증권시장상장법인,311,선박 및 보트 건조업,KRW,1.0,계산 제외 있음,NCAV가 0 이하라 NCAV 배율 제외,True,51378519637500,104961225,16185174679000.0,17863950344000.0,-1678775665000.0,-15994.246113267069,,2975455833000.0,642273277000.0,603939450000.0,2037510103000.0,433734171000.0,905385908000.0,2509161840000.0,49045337081500.0,19.546502062816323,49649276531500.0,19.787195763944823,31.17,5.5,8,8,1.0,0.2455093264372761,0.0785890462388741,0.4428334289206792,0.1530316317841261,15702.0,89025.0,1.16,5661.0,C:\ClaudeSpace\ncav-screener\data\input\2025_4Q_PL_20260617030726\2025_사업보고서_03_포괄손익계산서_연결_20260617.txt,C:\ClaudeSpace\ncav-screener\data\input\2025_1Q_PL_20260224034445\2025_1분기보고서_03_포괄손익계산서_연결_20260224.txt,C:\ClaudeSpace\ncav-screener\data\input\2026_1Q_PL_20260617033319\2026_1분기보고서_03_포괄손익계산서_연결_20260617.txt,HD현대중공업,489500.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0280598719134974,0.0135965790752844,0.0796657534336575,0.0489540424247774,0.1134682498093603,905385908000.0,5916331790000.0,1415484565000.0,1905066596000.0,24240866726000.0,7759650615500.0,881957942500.0,883359814000.0,773812345000.0,0.0232900211563337,0.0536554394894004,0.9908366710502188,0.9010263864730056,0.1981921781300233,0.1645716788691178,0.2145371720906738,0.1828557158721152,5666152725000.0
